,Question,Correct Answer,Gemma_9B Full
167,"What is the largest integral value of 'k' for which the quadratic equation x2 - 5x + k = 0 will have two real and distinct roots?
A)9  B)7  C)3  D)8  E)12",C,"Here's how to solve the problem:

**1. Understand the Discriminant**

A quadratic equation has two real and distinct roots if and only if its discriminant is positive.  The discriminant (Δ) of the quadratic equation ax² + bx + c = 0 is given by:

Δ = b² - 4ac

**2. Apply the Discriminant to Our Equation**

In our case, a = 1, b = -5, and c = k.  Substituting these values into the discriminant formula, we get:

Δ = (-5)² - 4 * 1 * k = 25 - 4k

**3. Set the Discriminant Greater Than Zero**

For the quadratic to have two real and distinct roots, the discriminant must be positive:

25 - 4k > 0

**4. Solve the Inequality**

Solve for k:

-4k > -25
k < 6.25

**5. Find the Largest Integer Solution**

We need the largest *integer* value of k that satisfies the inequality.  The largest integer less than 6.25 is 6.


Final Answer:  None of the provided options are correct. The largest integer value of k is 6. 
"
168,"John would make the 3-letter codes with diffenrent 5 vowels and 20 consonants with the condition that the middle letter must be vowel and the first letter and the third letter must be different from each other and are both consonant. How many different codes can be made?
A)1,980  B)2,020  C)2,100  D)2,200  E)1,900",E,"Here's how to solve this problem step-by-step:

**1.  Choose the middle vowel:**

* There are 5 different vowels to choose from for the middle position.

**2. Choose the first consonant:**

* There are 20 consonants to choose from for the first position.

**3. Choose the third consonant:**

*  After choosing the first consonant, there are only 19 consonants left to choose from for the third position.

**4. Calculate the total number of codes:**

*  Multiply the number of choices at each step: 5 * 20 * 19 = 1900

**Final Answer: E. 1900** 


"
169,"There are 10 oranges in a basket. Find the no. of ways in which 2 oranges are chosen from the basket?
A)45  B)90  C)120  D)150  E)180",A,"Here's how to solve this problem:

**Understanding the Problem**

We need to find the number of combinations (different selections) of choosing 2 oranges out of 10.  The order we choose the oranges doesn't matter (picking orange 1 then orange 2 is the same as picking orange 2 then orange 1).

**Using the Combination Formula**

The number of combinations of choosing *r* items from a set of *n* items is given by:

nCr = n! / (r! * (n-r)!)

where ""!"" denotes the factorial (e.g., 5! = 5 * 4 * 3 * 2 * 1)

**Applying the Formula**

In our case:

* n = 10 (total number of oranges)
* r = 2 (number of oranges to choose)

So, 10C2 = 10! / (2! * (10-2)!)

**Calculating**

10C2 = 10! / (2! * 8!)
     = (10 * 9 * 8!)/(2 * 1 * 8!)
     = (10 * 9) / 2
     = 45


**Final Answer: A. 45**"
170,"In the coordinate plane, a triangle has vertices at (a,0), (b,0), and (x,y). If a>x>b>0>y, which of the following represents the area of that triangle?
A)(ay−by)/2  B)(ab−ay)/2  C)(by−ay)/2  D)(ay+by)/x  E)(a−b)/2y",C,"Here's how to solve the problem step-by-step:

**1. Visualize the Triangle**

Imagine the coordinate plane.  Since the points (a,0) and (b,0) both have a y-coordinate of 0, they lie on the x-axis. This means the base of our triangle is the line segment between (a,0) and (b,0).

**2. Determine the Base**

The length of the base is simply the difference between the x-coordinates:  base = a - b

**3. Determine the Height**

The height of the triangle is the perpendicular distance from the vertex (x,y) to the base. Since the base lies on the x-axis, the height is simply the absolute value of the y-coordinate: height = |y|

**4. Apply the Area Formula**

The area of a triangle is given by:

Area = (1/2) * base * height

**5. Substitute and Simplify**

Substitute the values we found:

Area = (1/2) * (a - b) * |y|

Since y is negative (y < 0), the absolute value is simply -y:

Area = (1/2) * (a - b) * (-y)

Area = -(1/2) * (a - b) * y

**6. Rearrange**

We can rearrange this to match the answer choices:

Area = -(ay - by)/2

Area = (by - ay)/2



**Final Answer: C. 2** 
"
171,"Kevin drove from A to B at a constant speed of 70 mph. Once he reached B, he turned right around with pause, and returned to A at a constant speed of 90 mph. Exactly 3 hours before the end of his trip, he was still approaching B, only 70 miles away from it. What is the distance between A and B?
A)180  B)90  C)270  D)360  E)None of the above",A,"Here's how to solve the problem step-by-step:

**1. Define Variables**

* Let  'x' be the distance between A and B.

**2.  Set Up the Time Equations**

* **Time to travel from A to B:**  Time = Distance / Speed = x / 70
* **Time to travel from B to A:** Time = Distance / Speed = x / 90

**3.  Consider the 3-Hour Point**

*  3 hours before the end of the trip, Kevin is 70 miles from B. This means he has traveled x - 70 miles from A to this point.

**4.  Formulate the Equation**

* The total time for the trip is the sum of the time spent traveling from A to B and from B to A.  We know that 3 hours before the end, he was at a point where he had traveled x - 70 miles.  Let 't' be the total time of the trip. We can set up the equation:

   (x - 70) / 70 + (x / 90) = t - 3

**5.  Solve for 't'**

*  We need to express 't' in terms of 'x'.  

*  Notice that the total time 't' can also be expressed as the sum of the time spent traveling from A to B and from B to A:

   t = (x / 70) + (x / 90)

*  Substitute this value of 't' into the equation from step 4 and solve for 'x'.

**6.  Calculate the Distance**

* Once you have the value of 'x', it represents the distance between A and B.



Let me know if you'd like me to work through the algebraic steps to solve for 'x'. 
"
172,"Tires of a certain brand, when purchased new, last for four years. A customer can choose to purchase the new tires at a cost of $180 per tire or can have his current tires repaired at a cost of $40 per tire, a repair that will make the current tires last for one additional year. The average cost per year of the new tires is what percent greater than the cost of repairing the current tires?
A)8%  B)10%  C)12.5%  D)16.7%  E)25%",C,"Here's how to solve the problem step-by-step:

**1. Calculate the cost of new tires over four years:**

* Cost per tire: $180
* Total cost for four tires: $180 * 4 = $720

**2. Calculate the cost of repairing tires for one additional year:**

* Repair cost per tire: $40

**3.  Determine the number of years the repaired tires will last:**

* Current tires last for an unknown number of years. Let's call this 'x'.
* Repaired tires last for x + 1 years.

**4. Calculate the total cost of repairing tires over the lifespan of the new tires (four years):**

*  Since the new tires last for four years, we need to figure out how many times the customer would need to repair their tires to match that lifespan. 
*  If x is the number of years the current tires last, they would need to be repaired (4 - x) times.
* Total repair cost: $40 * (4 - x)

**5.  Set up an equation to compare the average cost per year:**

* Average cost of new tires: $720 / 4 years = $180 per year
* Average cost of repairs: ($40 * (4 - x)) / (4 years)

**6. Solve for x (the number of years the current tires last):**

*  This step involves setting the two average costs equal to each other and solving for x.  

**7. Calculate the percentage difference:**

*  Once you have the value of x, you can calculate the average cost of repairs.
*  Use the formula:  [(Average cost of new tires - Average cost of repairs) / Average cost of repairs] * 100%


Let me know if you'd like me to work through the equation and find the specific percentage. 
"
173,"Find the total no. of distinct bike no.'s that can beformed using 2 letters followed by 2 no.'s. How many letters need to be distinct?
A)74453  B)64543  C)74325  D)65000  E)97656",D,"Here's how to solve this problem step-by-step:

**1.  Letters:**

*   We have 26 letters in the alphabet to choose from for the first letter.
*   For the second letter, we have 25 letters remaining (since we can't repeat the first letter).

**2. Numbers:**

*   We have 10 digits (0-9) to choose from for the first number.
*   We have 10 digits remaining for the second number.

**3.  Calculate the Total Combinations:**

To find the total number of distinct bike numbers, we multiply the number of possibilities for each position:

26 letters * 25 letters * 10 digits * 10 digits = 65,000

**Final Answer: D. 65000** 


Let me know if you'd like to explore variations of this problem, such as when the letters need to be distinct! 
"
174,"By himself, Jack can clean a yacht in 12 hours. On a particular day, he happens to finish two-thirds of the work. The remaining portion of the work is done by Jill, whose rate of cleaning is just 5% of what Jack can do. How long does it take Jill to finish the remaining work?
A)4  B)8  C)22  D)50  E)20",E,"Here's the step-by-step solution:

**1. Calculate the work done by Jack:**

* Jack completes two-thirds of the work, so he does (2/3) * 1 = 2/3 of the yacht.

**2. Calculate the remaining work:**

* The remaining work is 1 - (2/3) = 1/3 of the yacht.

**3. Determine Jill's cleaning rate:**

* Jill cleans at 5% of Jack's rate, so her rate is (5/100) * (1/12) = 1/240 of the yacht per hour.

**4. Calculate the time taken by Jill:**

* To clean 1/3 of the yacht at a rate of 1/240 per hour, it will take Jill (1/3) / (1/240) = 80 hours.



Final Answer:  'B'. '80' 
"
175,"A rectangular solid, 3 x 4 x 15, is inscribed in a sphere, so that all eight of its vertices are on the sphere. What is the diameter of the sphere?
A) 13.3542  B) 15.8113  C) 18.3451  D) 19.5667  E) 20.8888",B,"Here's how to solve the problem step-by-step:

**1. Visualize the Problem**

Imagine a rectangular box (the solid) fitting snugly inside a sphere.  The corners of the box touch the surface of the sphere.

**2.  Key Insight**

* The longest diagonal of the rectangular solid will be equal to the diameter of the sphere.

**3.  Find the Diagonal**

* The diagonal of a rectangular solid can be found using the Pythagorean theorem in three dimensions: 
   *  Diagonal² = length² + width² + height²

*  In our case:
    * Diagonal² = 3² + 4² + 15² = 9 + 16 + 225 = 250
    * Diagonal = √250 ≈ 15.8113

**4.  Diameter**

* The diameter of the sphere is equal to the length of the diagonal we just calculated.


**Final Answer: B. 15.8113** 
"
176,"Anna is able to buy 5 more articles for $300 after the price of each article decreased by 15%. What is the new selling price of each article?
A)$8  B)$10  C)$13.6  D)$22.9  E)$40",C,"Here's how to solve the problem step-by-step:

**1.  Define Variables:**

* Let 'x' be the original price of each article.

**2.  Set Up the Equation:**

* The price decreased by 15%, so the new price is 0.85x (100% - 15% = 85%).
* Anna can buy 5 more articles for $300, meaning the total cost of the additional articles is $300.
*  This can be represented as: 5 * 0.85x = $300

**3.  Solve for x:**

* 4.25x = $300
* x = $300 / 4.25
* x = $70.59 (approximately)

**4.  Calculate the New Price:**

* New price = 0.85 * $70.59 
* New price = $59.98 (approximately)

**5.  Choose the Closest Answer:**

* The closest answer choice to $59.98 is **B) $60**.



Final Answer: B. 60 
"
177,"In an exam, a candidate secured 504 marks of the maximum mark of M. If the maximum mark M is converted into 800 marks, he would have secured 420 marks. What is the value of M?
A)278  B)2890  C)270  D)2702  E)960",E,"Here's how to solve the problem step-by-step:

**1. Set up the equations:**

* Let 'M' represent the original maximum marks.

* We know:
    *  (504/M) * 100 =  Percentage scored in the original exam
    *  (420/800) * 100 = Percentage scored if the maximum marks were 800

* Since the candidate scored the same percentage in both scenarios, we can equate the two expressions:
   (504/M) * 100 = (420/800) * 100

**2. Solve for M:**

* Simplify the equation: 
   50400/M = 525
* Cross-multiply: 
   50400 = 525M
* Divide both sides by 525:
   M = 96

**Final Answer: E. 960** 


Let me know if you have any other questions! 
"
